model,reaction,lb,ub,subsystem,gpr
iML1515,A5PISO,0.0,1000.0,,
iML1515,AACPS5,0.0,1000.0,,
iML1515,AACPS6,0.0,1000.0,,
iML1515,AACPS9,0.0,1000.0,,
iML1515,AAMYLpp,0.0,1000.0,,
iML1515,ABTA,0.0,1000.0,,
iML1515,ABUTt2pp,0.0,1000.0,,
iML1515,ACACT2r,0.0,1000.0,,
iML1515,ACACT3r,0.0,1000.0,,
iML1515,ACACT4r,0.0,1000.0,,
iML1515,ACACT5r,0.0,1000.0,,
iML1515,ACACtex,0.0,1000.0,,
iML1515,ACALDtex,0.0,1000.0,,
iML1515,ACALDtpp,0.0,1000.0,,
iML1515,ACBIPGT,0.0,1000.0,,
iML1515,ACCOAL,0.0,1000.0,,
iML1515,ACGAM1PPpp,0.0,1000.0,,
iML1515,ACGAptspp,0.0,1000.0,,
iML1515,ACGAtex,0.0,1000.0,,
iML1515,ACGS,0.0,1000.0,,
iML1515,ACLS,0.0,1000.0,,
iML1515,ACMAMUT,0.0,1000.0,,
iML1515,ACMANAtex,0.0,1000.0,,
iML1515,ACMUMtex,0.0,1000.0,,
iML1515,ACNAMt2pp,0.0,1000.0,,
iML1515,ACNML,0.0,1000.0,,
iML1515,ACOAD1f,0.0,1000.0,,
iML1515,ACOAD5f,0.0,1000.0,,
iML1515,ACOAD7f,0.0,1000.0,,
iML1515,ACOAD8f,0.0,1000.0,,
iML1515,ACOATA,0.0,1000.0,,
iML1515,ACODA,0.0,1000.0,,
iML1515,ACOLIPAabctex,0.0,1000.0,,
iML1515,ACONIs,0.0,1000.0,,
iML1515,ACONMT,0.0,1000.0,,
iML1515,ACOTA,0.0,1000.0,,
iML1515,ACPPAT141,0.0,1000.0,,
iML1515,ACPPAT161,0.0,1000.0,,
iML1515,ACPPAT180,0.0,1000.0,,
iML1515,ACSERtpp,0.0,1000.0,,
iML1515,ACt2rpp,0.0,1000.0,,
iML1515,ACtex,0.0,1000.0,,
iML1515,ADCL,0.0,1000.0,,
iML1515,ADCS,0.0,1000.0,,
iML1515,ADD,0.0,1000.0,,
iML1515,ADEt2rpp,0.0,1000.0,,
iML1515,ADEtex,0.0,1000.0,,
iML1515,ADK3,0.0,1000.0,,
iML1515,ADNCYC,0.0,1000.0,,
iML1515,ADNK1,0.0,1000.0,,
iML1515,ADNUC,0.0,1000.0,,
iML1515,ADNt2pp,0.0,1000.0,,
iML1515,ADOCBLS,0.0,1000.0,,
iML1515,ADOCBLabcpp,0.0,1000.0,,
iML1515,ADOCBLtonex,0.0,1000.0,,
iML1515,ADPT,0.0,1000.0,,
iML1515,ADSK,0.0,1000.0,,
iML1515,ADSS,0.0,1000.0,,
iML1515,AGM3PA,0.0,1000.0,,
iML1515,AGM3PH,0.0,1000.0,,
iML1515,AGM4PCP,0.0,1000.0,,
iML1515,AGM4PCPpp,0.0,1000.0,,
iML1515,AGMT,0.0,1000.0,,
iML1515,AGMt2pp,0.0,1000.0,,
iML1515,AGMtex,0.0,1000.0,,
iML1515,AGPAT161,0.0,1000.0,,
iML1515,AGPAT180,0.0,1000.0,,
iML1515,AGt3,0.0,1000.0,,
iML1515,AIRC2,0.0,1000.0,,
iML1515,ALAALAr,0.0,1000.0,,
iML1515,ALAALAtex,0.0,1000.0,,
iML1515,ALATA_D2,0.0,1000.0,,
iML1515,ALATA_L,0.0,1000.0,,
iML1515,ALATA_L2,0.0,1000.0,,
iML1515,ALATRS,0.0,1000.0,,
iML1515,ALAt2pp,0.0,1000.0,,
iML1515,ALCD2x,0.0,1000.0,,
iML1515,ALLK,0.0,1000.0,,
iML1515,ALLTAMH,0.0,1000.0,,
iML1515,ALLTNtex,0.0,1000.0,,
iML1515,ALPATE160pp,0.0,1000.0,,
iML1515,ALR4x,0.0,1000.0,,
iML1515,ALTRH,0.0,1000.0,,
iML1515,AM4PA,0.0,1000.0,,
iML1515,AM4PCP,0.0,1000.0,,
iML1515,AMALT3,0.0,1000.0,,
iML1515,AMANAPEr,0.0,1000.0,,
iML1515,AMANK,0.0,1000.0,,
iML1515,AMAOTr,0.0,1000.0,,
iML1515,AMPMS2,0.0,1000.0,,
iML1515,AMPN,0.0,1000.0,,
iML1515,AMPtex,0.0,1000.0,,
iML1515,ANHGMtex,0.0,1000.0,,
iML1515,ANPRT,0.0,1000.0,,
iML1515,AP4AS,0.0,1000.0,,
iML1515,AP5AH,0.0,1000.0,,
iML1515,APG3PAT140,0.0,1000.0,,
iML1515,APG3PAT141,0.0,1000.0,,
iML1515,APG3PAT161,0.0,1000.0,,
iML1515,APH140,0.0,1000.0,,
iML1515,APH141,0.0,1000.0,,
iML1515,APH160,0.0,1000.0,,
iML1515,APH161,0.0,1000.0,,
iML1515,ARAI,0.0,1000.0,,
iML1515,ARBTNR1,0.0,1000.0,,
iML1515,ARBTNexs,0.0,1000.0,,
iML1515,ARBTNtpp,0.0,1000.0,,
iML1515,ARBabcpp,0.0,1000.0,,
iML1515,ARBtex,0.0,1000.0,,
iML1515,ARGAGMt7pp,0.0,1000.0,,
iML1515,ARGDC,0.0,1000.0,,
iML1515,ARGDCpp,0.0,1000.0,,
iML1515,ARGSS,0.0,1000.0,,
iML1515,ARGTRS,0.0,1000.0,,
iML1515,ARGt3pp,0.0,1000.0,,
iML1515,ARGtex,0.0,1000.0,,
iML1515,ASAD,0.0,1000.0,,
iML1515,ASCBPL,0.0,1000.0,,
iML1515,ASCBtex,0.0,1000.0,,
iML1515,ASNN,0.0,1000.0,,
iML1515,ASNS2,0.0,1000.0,,
iML1515,ASNabcpp,0.0,1000.0,,
iML1515,ASNt2rpp,0.0,1000.0,,
iML1515,ASNtex,0.0,1000.0,,
iML1515,ASPO3,0.0,1000.0,,
iML1515,ASPO4,0.0,1000.0,,
iML1515,ASPT,0.0,1000.0,,
iML1515,ASPTA,0.0,1000.0,,
iML1515,ASPTRS,0.0,1000.0,,
iML1515,ASPabcpp,0.0,1000.0,,
iML1515,ASPt2_2pp,0.0,1000.0,,
iML1515,ASPtex,0.0,1000.0,,
iML1515,AST,0.0,1000.0,,
iML1515,ATHRDHr,0.0,1000.0,,
iML1515,ATPHs,0.0,1000.0,,
iML1515,ATPM,0.0,1000.0,,
iML1515,ATPS4rpp,0.0,1000.0,,
iML1515,BALAt2pp,0.0,1000.0,,
iML1515,BETALDHx,0.0,1000.0,,
iML1515,BMOCOS,0.0,1000.0,,
iML1515,BUTCT,0.0,1000.0,,
iML1515,BUTSO3abcpp,0.0,1000.0,,
iML1515,BUTt2rpp,0.0,1000.0,,
iML1515,BUTtex,0.0,1000.0,,
iML1515,BWCOGDS1,0.0,1000.0,,
iML1515,BWCOS,0.0,1000.0,,
iML1515,CA2t3pp,0.0,1000.0,,
iML1515,CA2tex,0.0,1000.0,,
iML1515,CBItonex,0.0,1000.0,,
iML1515,CBIuabcpp,0.0,1000.0,,
iML1515,CBL1abcpp,0.0,1000.0,,
iML1515,CBMKr,0.0,1000.0,,
iML1515,CBPS,0.0,1000.0,,
iML1515,CCGS,0.0,1000.0,,
iML1515,CD2abcpp,0.0,1000.0,,
iML1515,CD2t3pp,0.0,1000.0,,
iML1515,CDAPPA140,0.0,1000.0,,
iML1515,CDAPPA141,0.0,1000.0,,
iML1515,CDAPPA180,0.0,1000.0,,
iML1515,CDGR,0.0,1000.0,,
iML1515,CDPMEK,0.0,1000.0,,
iML1515,CFAS160E,0.0,1000.0,,
iML1515,CFAS180E,0.0,1000.0,,
iML1515,CGLYabcpp,0.0,1000.0,,
iML1515,CGLYtex,0.0,1000.0,,
iML1515,CHLt2pp,0.0,1000.0,,
iML1515,CHORM,0.0,1000.0,,
iML1515,CHRPL,0.0,1000.0,,
iML1515,CHTBSptspp,0.0,1000.0,,
iML1515,CHTBStex,0.0,1000.0,,
iML1515,CINNDO,0.0,1000.0,,
iML1515,CITL,0.0,1000.0,,
iML1515,CITtex,0.0,1000.0,,
iML1515,CLIPAabctex,0.0,1000.0,,
iML1515,CLPNH140pp,0.0,1000.0,,
iML1515,CLPNH160pp,0.0,1000.0,,
iML1515,CLPNH161pp,0.0,1000.0,,
iML1515,CLPNH181pp,0.0,1000.0,,
iML1515,CLPNS141pp,0.0,1000.0,,
iML1515,CLPNS160pp,0.0,1000.0,,
iML1515,CLPNS180pp,0.0,1000.0,,
iML1515,CLt3_2pp,0.0,1000.0,,
iML1515,CLtex,0.0,1000.0,,
iML1515,CMPN,0.0,1000.0,,
iML1515,CO2tex,0.0,1000.0,,
iML1515,CO2tpp,0.0,1000.0,,
iML1515,COBALT2abcpp,0.0,1000.0,,
iML1515,COLIPAPabctex,0.0,1000.0,,
iML1515,COLIPAabcpp,0.0,1000.0,,
iML1515,COLIPAabctex,0.0,1000.0,,
iML1515,CPGNR1,0.0,1000.0,,
iML1515,CPGNR2,0.0,1000.0,,
iML1515,CPGNUtpp,0.0,1000.0,,
iML1515,CPGNabcpp,0.0,1000.0,,
iML1515,CPMPS,0.0,1000.0,,
iML1515,CRNBTCT,0.0,1000.0,,
iML1515,CRNDCAL2,0.0,1000.0,,
iML1515,CRNDabcpp,0.0,1000.0,,
iML1515,CRNt2rpp,0.0,1000.0,,
iML1515,CRNt8pp,0.0,1000.0,,
iML1515,CRNtex,0.0,1000.0,,
iML1515,CS,0.0,1000.0,,
iML1515,CSND,0.0,1000.0,,
iML1515,CSNt2pp,0.0,1000.0,,
iML1515,CTBTabcpp,0.0,1000.0,,
iML1515,CTBTt2rpp,0.0,1000.0,,
iML1515,CTECOAI6,0.0,1000.0,,
iML1515,CTECOAI7,0.0,1000.0,,
iML1515,CTECOAI8,0.0,1000.0,,
iML1515,CU1Opp,0.0,1000.0,,
iML1515,CU2tex,0.0,1000.0,,
iML1515,CU2tpp,0.0,1000.0,,
iML1515,CYANST,0.0,1000.0,,
iML1515,CYNTAH,0.0,1000.0,,
iML1515,CYNTtex,0.0,1000.0,,
iML1515,CYSDabcpp,0.0,1000.0,,
iML1515,CYSDtex,0.0,1000.0,,
iML1515,CYSTL,0.0,1000.0,,
iML1515,CYSTRS,0.0,1000.0,,
iML1515,CYSabc2pp,0.0,1000.0,,
iML1515,CYStpp,0.0,1000.0,,
iML1515,CYTD,0.0,1000.0,,
iML1515,CYTDt2pp,0.0,1000.0,,
iML1515,D_LACt2pp,0.0,1000.0,,
iML1515,D_LACtex,0.0,1000.0,,
iML1515,DADNt2pp,0.0,1000.0,,
iML1515,DAGK140,0.0,1000.0,,
iML1515,DAGK160,0.0,1000.0,,
iML1515,DALAt2pp,0.0,1000.0,,
iML1515,DAMPtex,0.0,1000.0,,
iML1515,DAPDC,0.0,1000.0,,
iML1515,DAPabcpp,0.0,1000.0,,
iML1515,DAPtex,0.0,1000.0,,
iML1515,DASYN140,0.0,1000.0,,
iML1515,DASYN161,0.0,1000.0,,
iML1515,DATPHs,0.0,1000.0,,
iML1515,DC6PH,0.0,1000.0,,
iML1515,DCAtex,0.0,1000.0,,
iML1515,DCMPtex,0.0,1000.0,,
iML1515,DCTPD,0.0,1000.0,,
iML1515,DCYTD,0.0,1000.0,,
iML1515,DCYTt2pp,0.0,1000.0,,
iML1515,DDCAtexi,0.0,1000.0,,
iML1515,DDGLCNt2rpp,0.0,1000.0,,
iML1515,DDGLCNtex,0.0,1000.0,,
iML1515,DDGLK,0.0,1000.0,,
iML1515,DGK1,0.0,1000.0,,
iML1515,DGMPtex,0.0,1000.0,,
iML1515,DHACOAH,0.0,1000.0,,
iML1515,DHAD1,0.0,1000.0,,
iML1515,DHAtex,0.0,1000.0,,
iML1515,DHBD,0.0,1000.0,,
iML1515,DHCIND,0.0,1000.0,,
iML1515,DHCINDO,0.0,1000.0,,
iML1515,DHFR,0.0,1000.0,,
iML1515,DHFS,0.0,1000.0,,
iML1515,DHNAOT4,0.0,1000.0,,
iML1515,DHNCOAT,0.0,1000.0,,
iML1515,DHNPTE,0.0,1000.0,,
iML1515,DHORD2,0.0,1000.0,,
iML1515,DHPPDA2,0.0,1000.0,,
iML1515,DHPTDNR,0.0,1000.0,,
iML1515,DHPTPE,0.0,1000.0,,
iML1515,DHQS,0.0,1000.0,,
iML1515,DKGLCNR1,0.0,1000.0,,
iML1515,DKGLCNR2x,0.0,1000.0,,
iML1515,DKGLCNR2y,0.0,1000.0,,
iML1515,DMATT,0.0,1000.0,,
iML1515,DMSOR1,0.0,1000.0,,
iML1515,DMSOR1pp,0.0,1000.0,,
iML1515,DMSOR2,0.0,1000.0,,
iML1515,DMSOR2pp,0.0,1000.0,,
iML1515,DMSOtex,0.0,1000.0,,
iML1515,DOXRBCNtpp,0.0,1000.0,,
iML1515,DPR,0.0,1000.0,,
iML1515,DSBAO1,0.0,1000.0,,
iML1515,DSBAO2,0.0,1000.0,,
iML1515,DSBGGT,0.0,1000.0,,
iML1515,DSERDHr,0.0,1000.0,,
iML1515,DTMPK,0.0,1000.0,,
iML1515,DTMPtex,0.0,1000.0,,
iML1515,DURIK1,0.0,1000.0,,
iML1515,DURIt2pp,0.0,1000.0,,
iML1515,DURItex,0.0,1000.0,,
iML1515,DUTPDP,0.0,1000.0,,
iML1515,DXPRIi,0.0,1000.0,,
iML1515,E4PD,0.0,1000.0,,
iML1515,EAR100x,0.0,1000.0,,
iML1515,EAR100y,0.0,1000.0,,
iML1515,EAR120y,0.0,1000.0,,
iML1515,EAR140y,0.0,1000.0,,
iML1515,EAR141x,0.0,1000.0,,
iML1515,EAR161x,0.0,1000.0,,
iML1515,EAR161y,0.0,1000.0,,
iML1515,EAR180x,0.0,1000.0,,
iML1515,EAR180y,0.0,1000.0,,
iML1515,EAR181x,0.0,1000.0,,
iML1515,EAR181y,0.0,1000.0,,
iML1515,EAR40y,0.0,1000.0,,
iML1515,EAR60y,0.0,1000.0,,
iML1515,EAR80y,0.0,1000.0,,
iML1515,ECA4OALpp,0.0,1000.0,,
iML1515,ECAP2pp,0.0,1000.0,,
iML1515,ECAP3pp,0.0,1000.0,,
iML1515,ECAtpp,0.0,1000.0,,
iML1515,ECOAH1,0.0,1000.0,,
iML1515,ECOAH2,0.0,1000.0,,
iML1515,ECOAH4,0.0,1000.0,,
iML1515,ECOAH6,0.0,1000.0,,
iML1515,ECOAH8,0.0,1000.0,,
iML1515,EDTXS1,0.0,1000.0,,
iML1515,EDTXS3,0.0,1000.0,,
iML1515,EDTXS4,0.0,1000.0,,
iML1515,ENTERES,0.0,1000.0,,
iML1515,ENTERES2,0.0,1000.0,,
iML1515,EPMEACPR,0.0,1000.0,,
iML1515,ETHAAL,0.0,1000.0,,
iML1515,ETHAt2pp,0.0,1000.0,,
iML1515,ETHAtex,0.0,1000.0,,
iML1515,ETOHtex,0.0,1000.0,,
iML1515,ETOHtrpp,0.0,1000.0,,
iML1515,F6PA,0.0,1000.0,,
iML1515,FA100ACPHi,0.0,1000.0,,
iML1515,FA140ACPHi,0.0,1000.0,,
iML1515,FA141ACPHi,0.0,1000.0,,
iML1515,FA160ACPHi,0.0,1000.0,,
iML1515,FA161ACPHi,0.0,1000.0,,
iML1515,FACOAE100,0.0,1000.0,,
iML1515,FACOAE140,0.0,1000.0,,
iML1515,FACOAE160,0.0,1000.0,,
iML1515,FACOAE180,0.0,1000.0,,
iML1515,FACOAE181,0.0,1000.0,,
iML1515,FACOAE60,0.0,1000.0,,
iML1515,FACOAE80,0.0,1000.0,,
iML1515,FACOAL100t2pp,0.0,1000.0,,
iML1515,FACOAL161t2pp,0.0,1000.0,,
iML1515,FACOAL180t2pp,0.0,1000.0,,
iML1515,FADRx2,0.0,1000.0,,
iML1515,FALDH2,0.0,1000.0,,
iML1515,FBA,0.0,1000.0,,
iML1515,FBP,0.0,1000.0,,
iML1515,FCI,0.0,1000.0,,
iML1515,FCLK,0.0,1000.0,,
iML1515,FCLT,0.0,1000.0,,
iML1515,FDH4pp,0.0,1000.0,,
iML1515,FDMO2,0.0,1000.0,,
iML1515,FDMO3,0.0,1000.0,,
iML1515,FE2t2pp,0.0,1000.0,,
iML1515,FE2tex,0.0,1000.0,,
iML1515,FE2tpp,0.0,1000.0,,
iML1515,FE3DHBZR,0.0,1000.0,,
iML1515,FE3DHBZStonex,0.0,1000.0,,
iML1515,FE3HOXR1,0.0,1000.0,,
iML1515,FE3HOXR2,0.0,1000.0,,
iML1515,FE3HOXUtpp,0.0,1000.0,,
iML1515,FE3HOXabcpp,0.0,1000.0,,
iML1515,FE3HOXexs,0.0,1000.0,,
iML1515,FE3Ri,0.0,1000.0,,
iML1515,FE3tex,0.0,1000.0,,
